date,unconditional_average_rain,conditional_average_rain,accumlated_rain,satellite_flag
2015-01-01 00:00,0.0536,1.0106360084652284,195.0527,11000000000000000000010000000000
2015-01-01 01:00,0.0233,0.749422461585661,84.6847,11000000000000000010000001000000
2015-01-01 02:00,0.0807,1.1931711832682292,293.5201,11000000000000000000000000000000
2015-01-01 03:00,0.0558,0.7575524742923566,203.0241,01000000000000000011000000000000
2015-01-01 04:00,0.0816,1.0374642752267265,296.7148,01000000000000100000000000000000
2015-01-01 05:00,0.0685,0.7001192328635226,249.2424,11000000000001000000000000000000
2015-01-01 06:00,0.1049,0.7596110309737613,381.3247,11000000000000000000000000000000
2015-01-01 07:00,0.0362,0.3848503960503472,131.6188,11000000000000010000000000000001
2015-01-01 08:00,0.1820,1.384500798819953,661.7914,01000000000000000000100000000000
2015-01-01 09:00,0.0956,0.970457364726999,347.4237,11000000000000000000000000000001
2015-01-01 10:00,0.0695,0.5312043198016512,252.8533,01000000000000000000010000100000
2015-01-01 11:00,0.1959,1.3620188842540033,712.3359,11000000000000000000000000000000
2015-01-01 12:00,0.0864,1.125965296153954,314.1443,11000000000000000010000001000001
2015-01-01 13:00,0.1749,1.704978145159601,635.9568,11000000000000000000000000000000
2015-01-01 14:00,0.1093,1.1827478862944103,397.4033,11000000000000000010000000000001
2015-01-01 15:00,0.2873,2.0521115526000737,1044.5248,01000000000000100000000000000000
2015-01-01 16:00,0.2657,1.5993201653688949,965.9894,11000000000000000000000000000000
2015-01-01 17:00,0.2222,1.2448840501312115,807.9297,11000000000000000000000000000000
2015-01-01 18:00,0.0989,0.7065074148721452,359.6123,11000000000001000000000000000000
2015-01-01 19:00,0.2018,1.0694149451075072,733.6187,11000000000001010000000000000000
2015-01-01 20:00,0.3211,1.6127828524257597,1167.6548,01000000000000000000100000000000
2015-01-01 21:00,0.1592,0.8488824122812042,578.9378,11000000000000010000000000000000
2015-01-01 22:00,0.1653,1.0750908211859906,600.9758,11000000000000000000010000100000
2015-01-01 23:00,0.2080,1.1336660771176912,756.1553,11000000000000000000000000000000
2015-01-02 00:00,0.1794,0.9605864804342323,652.2382,11000000000000000000010000000000
2015-01-02 01:00,0.1485,1.4629552991086552,539.8305,11000000000000000000000001000000
2015-01-02 02:00,0.0882,0.6260377764701843,320.5313,11000000000000000000000000000000
2015-01-02 03:00,0.0696,0.5121314786223747,252.9930,11000000000000000011000000000000
2015-01-02 04:00,0.0777,0.570431611032197,282.3636,01000000000001100000000000000000
2015-01-02 05:00,0.0727,0.6249197019752881,264.3410,11000000000000000001000000000000
2015-01-02 06:00,0.0230,0.15966042671494812,83.6621,11000000000000000000000000000000
2015-01-02 07:00,0.0336,0.6394329770073217,122.1317,11000000000000010000000000000000
2015-01-02 08:00,0.0606,0.4301893413066864,220.2569,01000000000000010000100000000001
2015-01-02 09:00,0.0245,0.15899942943028042,89.0397,11000000000000000000010000000001
2015-01-02 10:00,0.0350,0.3690438090891078,127.3201,11000000000000000000010000100000
2015-01-02 11:00,0.0253,0.3615102993221734,91.8236,11000000000000000000010000000001
