date,unconditional_average_rain,conditional_average_rain,accumlated_rain,satellite_flag
2012-01-01 00:00,0.3303,1.8821336513028997,1200.8013,11000000000000000000000000000000
2012-01-01 01:00,0.3090,1.7919423469896332,1123.5479,11000000000000000000000000100000
2012-01-01 02:00,0.4435,2.1823292733529263,1612.7413,11000000000000000010000000000000
2012-01-01 03:00,0.5293,2.639935779963992,1924.5132,11000000000000000011000000000000
2012-01-01 04:00,0.6579,2.9827055895417707,2392.1299,11000000000000000001000000000000
2012-01-01 05:00,0.7058,2.8704612783137584,2566.1924,11000000000000000001000000000000
2012-01-01 06:00,0.9011,3.047770485101744,3276.3533,11000000000000000000100000000000
2012-01-01 07:00,0.9182,2.7499440930035006,3338.4321,11000000000000000000000000000000
2012-01-01 08:00,0.7189,2.275017933393168,2613.9956,11000000000000000000110000000000
2012-01-01 09:00,0.7048,2.157234782723064,2562.7949,11000000000000000000000000000000
2012-01-01 10:00,0.6174,1.751047024302847,2244.8423,11000000000000000000000000000000
2012-01-01 11:00,0.3339,1.2698646449643698,1213.9906,01000000000000000000000001100000
2012-01-01 12:00,0.1191,1.6922814846038818,433.2241,01000000000000000000000000000001
2012-01-01 13:00,0.1893,2.3249410680822424,688.1826,11000000000000000010000000100000
2012-01-01 14:00,0.2039,2.260164400426353,741.3339,11000000000000000001000000000001
2012-01-01 15:00,0.2340,2.305392133511179,850.6897,11000000000000000010000000000001
2012-01-01 16:00,0.1607,1.4042415618896484,584.1645,11000000000000000001000000000000
2012-01-01 17:00,0.0423,1.2196316189236112,153.6736,01000000000000000000000000000001
2012-01-01 18:00,0.1247,2.425373587378844,453.5449,11000000000000000000000000000000
2012-01-01 19:00,0.1811,3.3764817457932694,658.4139,11000000000000000000000000000000
2012-01-01 20:00,0.2153,3.9933238126793684,782.6915,01000000000000000000100000000000
2012-01-01 21:00,0.2369,3.573601053958117,861.2379,01000000000000000000010000000000
2012-01-01 22:00,0.2438,2.9543086751302083,886.2926,11000000000000000000000000000000
2012-01-01 23:00,0.2061,2.5320785110061235,749.4952,11000000000000000000000001000000
2012-01-02 00:00,0.1682,2.361012580311897,611.5023,11000000000000000000000001000000
2012-01-02 01:00,0.1111,1.5651230922965116,403.8018,11000000000000000000000000100000
2012-01-02 02:00,0.0880,1.1504140071731677,319.8151,11000000000000000000000000000000
2012-01-02 03:00,0.0706,1.1356382116807247,256.6542,11000000000000000010000000000000
2012-01-02 04:00,0.0526,0.8815599432738696,191.2985,11000000000000000001000000000000
2012-01-02 05:00,0.0218,0.3632090857269567,79.1796,11000000000000000000000000000000
2012-01-02 06:00,0.0126,0.21245410707261828,45.8901,11000000000000000000000000000000
2012-01-02 07:00,0.0073,0.13603589972671198,26.6630,11000000000000000000100000000000
2012-01-02 08:00,0.0134,0.22173147332178403,48.5592,01000000000000000000110000000000
2012-01-02 09:00,0.0034,0.055663777249200005,12.4687,11000000000000000000000000000000
2012-01-02 10:00,0.0026,0.042657865060342325,9.4700,11000000000000000000000000000000
2012-01-02 11:00,0.0033,0.19094791109599765,12.0297,11000000000000000000000001000001
2012-01-02 12:00,0.0007,0.12826476599040784,2.4370,11000000000000000000000000100000
2012-01-02 13:00,0.0013,0.1478020760320848,4.5819,11000000000000000000000000000001
2012-01-02 14:00,0.0003,0.07437578269413539,1.0413,11000000000000000010000000000001
2012-01-02 15:00,0.0032,0.7820510864257812,11.7308,01000000000000000001000000000000
2012-01-02 16:00,0.0002,0.19703086217244467,0.5911,11000000000000000000000000000001
2012-01-02 17:00,0.0000,0.04815301299095154,0.1445,11000000000000000000000000000000
2012-01-02 18:00,0.0000,0.04624416430791219,0.1387,11000000000000000000000000000001
2012-01-02 19:00,0.0000,0.047422473629315696,0.1423,11000000000000000000000000000000
2012-01-02 20:00,0.0000,-999,0.0000,01000000000000000000100000000000
2012-01-02 21:00,0.0002,0.04188410109943814,0.7539,01000000000000000000010000000000
