date,unconditional_average_rain,conditional_average_rain,accumlated_rain,satellite_flag
2010-01-01 00:00,0.0100,0.40374988979763454,36.3375,11000000000000000000000000000001
2010-01-01 01:00,0.0100,0.429630324419807,36.5186,11000000000000000000000000000001
2010-01-01 02:00,0.0070,0.3563179231025803,25.2986,11000000000000000000000000100000
2010-01-01 03:00,0.0034,0.19571007788181305,12.5254,01000000000000000001000000000001
2010-01-01 04:00,0.0017,0.10043065778670772,6.2267,11000000000000000000000000000000
2010-01-01 05:00,0.0009,0.053080668214891776,3.2379,11000000000000000001000000000000
2010-01-01 06:00,0.0006,0.035827344861523856,2.0780,11000000000000000000010000000000
2010-01-01 07:00,0.0008,0.05437485676891399,2.8819,01000000000000000000100000000010
2010-01-01 08:00,0.0004,0.028000074128309887,1.3440,11000000000000000000010000000000
2010-01-01 09:00,0.0004,0.03284776955842972,1.5767,11000000000000000000000000000000
2010-01-01 10:00,0.0007,0.05180188516775767,2.4865,01000000000000000000000010000000
2010-01-01 11:00,0.0015,0.113168580191476,5.5453,11000000000000000000000001000000
2010-01-01 12:00,0.0024,0.1805568617217395,8.8473,11000000000000000000000000000000
2010-01-01 13:00,0.0030,0.22537681034633092,11.0435,11000000000000000000000000100000
2010-01-01 14:00,0.0035,0.25235469818115236,12.6177,11000000000000000001000000000000
2010-01-01 15:00,0.0040,0.28861988067626954,14.4310,11000000000000000000000000000000
2010-01-01 16:00,0.0043,0.31569442749023435,15.7847,11000000000000000001000000000000
2010-01-01 17:00,0.0047,0.3415829849243164,17.0791,11000000000000000000000000000000
2010-01-01 18:00,0.0048,0.35073257446289063,17.5366,11000000000000000000000000000000
2010-01-01 19:00,0.0054,0.3953265762329102,19.7663,11000000000000000000100000000010
2010-01-01 20:00,0.0053,0.38340751647949217,19.1704,01000000000000000000010000000000
2010-01-01 21:00,0.0054,0.3926593017578125,19.6330,11000000000000000000100000000001
2010-01-01 22:00,0.0056,0.40489395141601564,20.2447,11000000000000000000000000000000
2010-01-01 23:00,0.0056,0.4025725196389591,20.5312,01000000000000000000000011000001
2010-01-02 00:00,0.0057,0.40819583219640393,20.8180,11000000000000000000000000000001
2010-01-02 01:00,0.0056,0.40186459410424324,20.4951,11000000000000000000000000000000
2010-01-02 02:00,0.0039,0.2821039199829102,14.1052,01000000000000000000000000100001
2010-01-02 03:00,0.0017,0.12390593528747558,6.1953,11000000000000000000000000000001
2010-01-02 04:00,0.0008,0.05842609308203872,2.8629,11000000000000000001000000000000
2010-01-02 05:00,0.0005,0.03422197273799351,1.6769,11000000000000000000000000000000
2010-01-02 06:00,0.0003,0.023879151452671398,1.0507,11000000000000000000000000000000
2010-01-02 07:00,0.0002,0.021182096365726356,0.6990,11000000000000000000100000000000
2010-01-02 08:00,0.0002,0.020717290895325795,0.5801,01000000000000000000110000000010
2010-01-02 09:00,0.0002,0.02506433001586369,0.7018,11000000000000000000000000000000
2010-01-02 10:00,0.0003,0.04056292346545628,1.1358,11000000000000000000000010000000
2010-01-02 11:00,0.0006,0.07187874615192413,2.3001,11000000000000000000000000000000
2010-01-02 12:00,0.0010,0.11064276844263077,3.5406,11000000000000000000000000000000
2010-01-02 13:00,0.0012,0.13007720311482748,4.2925,11000000000000000000000000100000
2010-01-02 14:00,0.0014,0.142583966255188,5.1330,11000000000000000000000000000000
2010-01-02 15:00,0.0016,0.13947401977166896,5.7184,11000000000000000001000000000000
2010-01-02 16:00,0.0017,0.13500020768907334,6.0750,11000000000000000001000000000000
2010-01-02 17:00,0.0018,0.12851958181343826,6.5545,11000000000000000000000000000000
2010-01-02 18:00,0.0019,0.13478573469015268,7.0089,11000000000000000000000000000000
2010-01-02 19:00,0.0020,0.13714475451775318,7.2687,11000000000000000000000000000000
2010-01-02 20:00,0.0060,0.4105870588770453,21.7611,01000000000000000000010000000011
2010-01-02 21:00,0.0021,0.14394598187140697,7.6291,11000000000000000000100000000000
2010-01-02 22:00,0.0032,0.26175159878200954,11.7788,01000000000000000000000010000001
2010-01-02 23:00,0.0023,0.18959751996127042,8.3423,11000000000000000000000001000001
2010-01-03 00:00,0.0021,0.1857618604387556,7.8020,11000000000000000000000010000000
2010-01-03 01:00,0.0022,0.22613322394234794,7.9147,11000000000000000000000001000001
2010-01-03 02:00,0.0017,0.19587647914886475,6.2680,01000000000000000000000000100000
2010-01-03 03:00,0.0010,0.12313790321350097,3.6941,11000000000000000000000000000001
2010-01-03 04:00,0.0118,0.5714242553710938,42.8568,11000000000000000001000000000000
2010-01-03 05:00,0.0036,0.11963642968071832,12.9207,11000000000000000000000000000000
2010-01-03 06:00,0.0033,0.06540379076372853,11.8381,11000000000000000000100000000000
2010-01-03 07:00,0.0106,0.19476798585223667,38.3693,11000000000000000000000000000010
2010-01-03 08:00,0.0168,0.3204920304383283,61.2140,01000000000000000000110000000000
2010-01-03 09:00,0.0179,0.258729668727434,64.9411,11000000000000000000000010000000
2010-01-03 10:00,0.0154,0.1892110792257018,55.8173,11000000000000000000000001000000
2010-01-03 11:00,0.0110,0.3972078833249536,40.1180,11000000000000000000000010000000
2010-01-03 12:00,0.0086,0.18226449531421327,31.1672,11000000000000000000000001000000
2010-01-03 13:00,0.0063,0.18164608970520987,22.8874,01000000000000000000000000100000
2010-01-03 14:00,0.0045,0.09415955876195153,16.1954,11000000000000000000000000000000
2010-01-03 15:00,0.0155,0.5562751694480972,56.1838,01000000000000000001000000000000
2010-01-03 16:00,0.0031,0.12515532032827312,11.1388,11000000000000000000000000000000
2010-01-03 17:00,0.0026,0.11232160680434283,9.5473,11000000000000000000000000000000
2010-01-03 18:00,0.0024,0.1076415968529972,8.7190,11000000000000000000000000000000
2010-01-03 19:00,0.0023,0.17705550092331906,8.3216,11000000000000000000100000000010
2010-01-03 20:00,0.0023,0.21320061683654784,8.5280,01000000000000000000010000000000
2010-01-03 21:00,0.0022,0.21046723817524157,7.9978,01000000000000000000100000000011
2010-01-03 22:00,0.0021,0.21108120017581516,7.5989,11000000000000000000000000000001
2010-01-03 23:00,0.0021,0.214581298828125,7.5103,11000000000000000000000011000000
2010-01-04 00:00,0.0020,0.22154292193326083,7.3109,11000000000000000000000001000001
2010-01-04 01:00,0.0019,0.23147873878479003,6.9444,01000000000000000000000000100000
2010-01-04 02:00,0.0016,0.1896641731262207,5.6899,11000000000000000000000000000001
2010-01-04 03:00,0.0011,0.14419588020869664,4.0375,11000000000000000000000000000000
2010-01-04 04:00,0.0007,0.09541717282047978,2.5763,11000000000000000001000000000000
2010-01-04 05:00,0.0004,0.0627996692290673,1.6328,11000000000000000000000000000000
2010-01-04 06:00,0.0003,0.04658623842092661,1.2112,11000000000000000000100000000000
2010-01-04 07:00,0.0003,0.03651511210661668,0.9494,01000000000000000000010000000000
2010-01-04 08:00,0.0002,0.031522512435913086,0.8511,11000000000000000000100000000010
2010-01-04 09:00,0.0003,0.03267805704048702,0.9150,11000000000000000000000000000000
2010-01-04 10:00,0.0012,0.13619491457939148,4.3582,11000000000000000000000001000000
2010-01-04 11:00,0.0007,0.07578951865434647,2.4253,11000000000000000000000010000000
2010-01-04 12:00,0.0010,0.1131984293460846,3.6223,11000000000000000000000001000000
