date,unconditional_average_rain,conditional_average_rain,accumlated_rain,satellite_flag
2005-01-01 00:00,0.0862,3.300316740337171,313.5301,11000000000000000000000000000000
2005-01-01 01:00,0.0644,3.2526895734998913,234.1936,01000000000000000000000010001100
2005-01-01 02:00,0.0702,2.041852294921875,255.2315,11000000000000000000000000000000
2005-01-01 03:00,0.0658,1.7213682545174798,239.2702,11000000000000000000000000000000
2005-01-01 04:00,0.0582,1.7334076928310707,211.4757,11000000000000000000001000010000
2005-01-01 05:00,0.0664,1.654286214750107,241.5258,11000000000000000000000000000000
2005-01-01 06:00,0.0558,1.407735824584961,202.7140,11000000000000000000001000000000
2005-01-01 07:00,0.0285,2.033269396015242,103.6967,01000000000000000000000000000010
2005-01-01 08:00,0.0513,1.2023380402595767,186.3624,01000000000000000000000100000000
2005-01-01 09:00,0.0827,1.6088185029871322,300.8491,11000000000000000000000000000000
2005-01-01 10:00,0.0294,0.8704336523040523,107.0633,11000000000000000000000000000001
2005-01-01 11:00,0.1009,1.5153054481695507,366.7039,11000000000000000000000010000000
2005-01-01 12:00,0.0410,0.7490158464441348,149.0542,11000000000000000000000010000001
2005-01-01 13:00,0.0174,1.3459785948408411,63.2610,01000000000000000000000000001100
2005-01-01 14:00,0.0388,1.27020263671875,140.9925,11000000000000000000000000000001
2005-01-01 15:00,0.0243,1.063093989728445,88.2368,01000000000000000000001000010001
2005-01-01 16:00,0.0427,1.7832752096241917,155.1449,11000000000000000000000000000000
2005-01-01 17:00,0.0440,1.7967968201369382,159.9149,11000000000000000000001000000001
2005-01-01 18:00,0.0336,1.5089245078004436,122.2229,11000000000000000000000000000000
2005-01-01 19:00,0.0197,1.2353355144632274,71.6495,11000000000000000000000000000010
2005-01-01 20:00,0.0245,1.2179327141748715,88.9091,11000000000000000000000000000000
2005-01-01 21:00,0.0289,1.877004759652274,105.1123,01000000000000000000000100000000
2005-01-01 22:00,0.0260,1.6890949521745955,94.5893,11000000000000000000000000000000
2005-01-01 23:00,0.0193,1.2516231536865234,70.0909,11000000000000000000000000000000
2005-01-02 00:00,0.0181,1.290231891706878,65.8018,11000000000000000000000000000000
2005-01-02 01:00,0.0164,1.3002292798913044,59.8105,01000000000000000000000010001100
2005-01-02 02:00,0.0155,1.4078544616699218,56.3142,11000000000000000000000000000000
2005-01-02 03:00,0.0119,1.1402069894891036,43.3279,11000000000000000000000000000000
2005-01-02 04:00,0.0090,1.0602943666519657,32.8691,11000000000000000000001000010000
2005-01-02 05:00,0.0088,1.0683053334554036,32.0492,11000000000000000000001000000000
2005-01-02 06:00,0.0087,1.0888990204909752,31.5781,11000000000000000000000000000010
2005-01-02 07:00,0.0098,1.2339002675023572,35.7831,11000000000000000000000000000000
2005-01-02 08:00,0.0091,1.1426486311287716,33.1368,11000000000000000000000100000010
2005-01-02 09:00,0.0066,0.7555882334709167,24.1788,11000000000000000000000000000001
2005-01-02 10:00,0.0051,0.5834400057792664,18.6701,11000000000000000000000000000000
2005-01-02 11:00,0.0047,0.6046811512538365,16.9311,11000000000000000000000000000001
2005-01-02 12:00,0.0042,0.6571889960247538,15.1153,01000000000000000000000010001100
2005-01-02 13:00,0.0030,0.4578837951024373,10.9892,11000000000000000000000000000001
2005-01-02 14:00,0.0023,0.3285460662841797,8.2137,11000000000000000000000000000001
2005-01-02 15:00,0.0023,0.3281982495234563,8.5332,11000000000000000000001000010000
2005-01-02 16:00,0.0025,0.34333059522840714,9.2699,11000000000000000000000000000001
2005-01-02 17:00,0.0028,0.32366204261779785,10.3572,11000000000000000000001000000000
2005-01-02 18:00,0.0031,0.2472691950590714,11.3744,11000000000000000000000000000000
2005-01-02 19:00,0.0033,0.24783541758855185,11.8961,11000000000000000000000000000000
2005-01-02 20:00,0.0079,0.5963637034098307,28.6255,11000000000000000000000000000010
2005-01-02 21:00,0.0035,0.2628777225812276,12.6181,01000000000000000000000100000000
2005-01-02 22:00,0.0034,0.26950440199478815,12.3972,11000000000000000000000000000000
2005-01-02 23:00,0.0041,0.3269349388454271,15.0390,11000000000000000000000000000000
2005-01-03 00:00,0.0081,0.6527903238932292,29.3756,01000000000000000000000010000000
2005-01-03 01:00,0.0117,0.944166988796658,42.4875,01000000000000000000000000001100
2005-01-03 02:00,0.0178,1.0610310288726306,64.7229,11000000000000000000000000000000
2005-01-03 03:00,0.0291,1.1616690499441964,105.7119,01000000000000000000000000010000
2005-01-03 04:00,0.0439,0.7324591120448681,159.6761,11000000000000000000000000000000
2005-01-03 05:00,0.1463,2.659912109375,531.9824,01000000000000000000001000000000
2005-01-03 06:00,0.0737,0.8142773474603439,267.8972,11000000000000000000000000000000
2005-01-03 07:00,0.1242,1.6183648878528225,451.5238,01000000000000000000000000000010
2005-01-03 08:00,0.1951,2.0215476707175926,709.5632,01000000000000000000000100000000
2005-01-03 09:00,0.0684,0.6106458659254069,248.5329,11000000000000000000000000000000
2005-01-03 10:00,0.0734,1.0937796420738346,266.8822,01000000000000000000000000000001
2005-01-03 11:00,0.0307,0.35469147212921626,111.7278,11000000000000000000000000000000
2005-01-03 12:00,0.0361,0.6807907183553271,131.3926,01000000000000000000000010001101
2005-01-03 13:00,0.0190,0.35369247045272434,68.9700,11000000000000000000000000000001
2005-01-03 14:00,0.0112,0.2107637936306983,40.8882,11000000000000000000000000000000
2005-01-03 15:00,0.0078,0.2936205466588338,28.1876,01000000000000000000000000010001
2005-01-03 16:00,0.0062,0.2551336181297731,22.7069,01000000000000000000001000000000
2005-01-03 17:00,0.0057,0.2270879640684023,20.6650,11000000000000000000000000000000
2005-01-03 18:00,0.0050,0.19885685132897418,18.2948,11000000000000000000000000000000
2005-01-03 19:00,0.0050,0.1986963645271633,18.2801,11000000000000000000000000000010
2005-01-03 20:00,0.0050,0.1984059050842956,18.0549,11000000000000000000000000000000
2005-01-03 21:00,0.0048,0.19485979401663447,17.3425,01000000000000000000000100000000
2005-01-03 22:00,0.0048,0.19961324231377964,17.3664,11000000000000000000000000000000
2005-01-03 23:00,0.0050,0.21180861977969898,18.0037,11000000000000000000000000000000
2005-01-04 00:00,0.0051,0.22284868539097796,18.4964,11000000000000000000000010000000
2005-01-04 01:00,0.0050,0.2195688270660768,18.2242,01000000000000000000000000001100
2005-01-04 02:00,0.0043,0.1930032894935137,15.6333,11000000000000000000000000000000
2005-01-04 03:00,0.0028,0.13555451711018882,10.1666,01000000000000000000000000010000
2005-01-04 04:00,0.0017,0.0906213031095617,6.1622,11000000000000000000000000000000
2005-01-04 05:00,0.0068,0.37595529267282196,24.8130,01000000000000000000001000000000
2005-01-04 06:00,0.0008,0.047527576314991916,2.7566,11000000000000000000000000000000
2005-01-04 07:00,0.0031,0.19747959940057053,11.2563,11000000000000000000000000000000
2005-01-04 08:00,0.0095,0.5484639727880084,34.5532,11000000000000000000000100000010
2005-01-04 09:00,0.0092,0.4699662974182989,33.3676,11000000000000000000000000000001
2005-01-04 10:00,0.0081,0.3732007425042647,29.4829,11000000000000000000000000000000
2005-01-04 11:00,0.0122,0.5707722688332583,44.5202,11000000000000000000000010000001
2005-01-04 12:00,0.0102,0.5236928160761444,37.1822,01000000000000000000000000001101
2005-01-04 13:00,0.0104,0.4962295733000103,37.7134,11000000000000000000000010000001
2005-01-04 14:00,0.0080,0.526006386496804,28.9304,01000000000000000000000000010001
2005-01-04 15:00,0.0085,0.5266679020251258,31.0734,11000000000000000000000000000000
2005-01-04 16:00,0.0110,0.6537387410148245,39.8781,01000000000000000000001000000000
2005-01-04 17:00,0.0104,0.455190819430064,37.7808,11000000000000000000000000000000
2005-01-04 18:00,0.0113,0.5260901817908654,41.0350,11000000000000000000000000000000
